,coordinates,filename,languages,last_modified,page_number,parent_id,category,id,title_name,text
52,"{'points': ((832.1166999999999, 567.5014), (832.1166999999999, 622.058), (1001.0684, 622.058), (1001.0684, 567.5014)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,5,f039d64c6097fb763cda8316e354c341,Title,9958a638d5d4877409964d06ed383f54,,Y SAFER T
53,"{'points': ((832.1166999999999, 623.7080000000001), (832.1166999999999, 633.443), (865.1166999999999, 633.443), (865.1166999999999, 623.7080000000001)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,5,f039d64c6097fb763cda8316e354c341,Title,7f8ff14b7c921dca88b00f305ee24d05,,I
54,"{'points': ((832.1166999999999, 635.093), (832.1166999999999, 802.2379999999999), (865.1166999999999, 802.2379999999999), (865.1166999999999, 635.093)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,5,f039d64c6097fb763cda8316e354c341,Title,ba72d825e9763542c9e2c6faa977b5e9,,N U M M O C
55,"{'points': ((1129.6716000000001, 408.99129999999997), (1129.6716000000001, 540.6162999999999), (1156.6716000000001, 540.6162999999999), (1156.6716000000001, 408.99129999999997)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,5,2b8b4fcc3a93c0ad3c1bf3ad291aa535,Title,a69216c578d87019b4b951483f8529f1,,H E A L T H Y
56,"{'points': ((909.2125, 66.7077999999999), (909.2125, 100.7077999999999), (1024.7113, 100.7077999999999), (1024.7113, 66.7077999999999)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,6,69f82064b95142d2809e1022612907d5,NarrativeText,cf915494fed928add3b0a9b4e021f05e,,22.2% of pupils eligible for and claiming free school meals
57,"{'points': ((56.6929, 98.23889999999994), (56.6929, 208.23889999999994), (386.58889999999997, 208.23889999999994), (386.58889999999997, 98.23889999999994)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,6,69f82064b95142d2809e1022612907d5,Title,3c50098d46a8d3b6092f80593611566a,,State of the Borough
58,"{'points': ((425.9055, 108.74349999999993), (425.9055, 142.74349999999993), (540.0138, 142.74349999999993), (540.0138, 108.74349999999993)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,6,3c50098d46a8d3b6092f80593611566a,NarrativeText,b1feb02ad0e3f70acdf88ceff7072c51,State of the Borough,"Lambeth is an inner south London borough with 317,600 residents"
59,"{'points': ((425.9055, 175.92459999999994), (425.9055, 197.92459999999994), (532.9254999999999, 197.92459999999994), (532.9254999999999, 175.92459999999994)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,6,69f82064b95142d2809e1022612907d5,Title,acc38fc0d1d0f4b4cfde3f8c8d397adb,,9th largest population in London
60,"{'points': ((647.244, 139.06819999999993), (647.244, 233.06819999999993), (772.564, 233.06819999999993), (772.564, 139.06819999999993)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,6,acc38fc0d1d0f4b4cfde3f8c8d397adb,NarrativeText,2af3bd319981e4d22ccd62da18d82348,9th largest population in London,"Lambeth has a high concentration of people between ages 20 and 40 making it a comparatively young borough, but we are seeing a decrease in children in the borough over time"
61,"{'points': ((931.8897, 128.2197), (931.8897, 150.2197), (1007.8091, 150.2197), (1007.8091, 128.2197)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,6,acc38fc0d1d0f4b4cfde3f8c8d397adb,NarrativeText,79ed3fe98ecc0349b2da3cf9937fc14e,9th largest population in London,17.8% of pupils identify as SEN
62,"{'points': ((919.1338, 183.40069999999992), (919.1338, 217.40069999999992), (1107.1237999999998, 217.40069999999992), (1107.1237999999998, 183.40069999999992)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,6,acc38fc0d1d0f4b4cfde3f8c8d397adb,NarrativeText,d557329ed1f8f0132cf4bd0bd7f72ea0,9th largest population in London,"In Lambeth there are 63,200 children (up to 18), of which 43% live in poverty, after housing costs"
63,"{'points': ((971.5747, 253.41649999999993), (971.5747, 299.4164999999999), (1120.1137, 299.4164999999999), (1120.1137, 253.41649999999993)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,6,acc38fc0d1d0f4b4cfde3f8c8d397adb,NarrativeText,4239e38dfe513d9cee716f45a93c2d00,9th largest population in London,"63% of our children and young people are Black, Asian or Multi-Ethnic compared with 21% nationally"
64,"{'points': ((86.2677, 416.7217), (86.2677, 438.7217), (251.1077, 438.7217), (251.1077, 416.7217)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,6,acc38fc0d1d0f4b4cfde3f8c8d397adb,NarrativeText,1661e21c6473b6e0c7eaa59935399402,9th largest population in London,"At 22,200 Lambeth has the largest LGBTQ+ population in London"
65,"{'points': ((361.1338, 323.5031), (361.1338, 345.5031), (514.9928, 345.5031), (514.9928, 323.5031)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,6,acc38fc0d1d0f4b4cfde3f8c8d397adb,NarrativeText,e7919a490822466a6086fef0605d33f7,9th largest population in London,Lambeth’s population is diverse and multicultural
66,"{'points': ((664.7952, 391.8683), (664.7952, 425.8683), (820.5332, 425.8683), (820.5332, 391.8683)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,6,acc38fc0d1d0f4b4cfde3f8c8d397adb,NarrativeText,03e02e55f797b9ba9121a60747141b1e,9th largest population in London,Schools: 83 schools in Lambeth are rated good and outstanding
67,"{'points': ((933.8504, 409.1722), (933.8504, 455.1722), (1109.5804, 455.1722), (1109.5804, 409.1722)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,6,acc38fc0d1d0f4b4cfde3f8c8d397adb,NarrativeText,82afa749f35b8a1a7621148b4510334e,9th largest population in London,"In 2022, 82% of employed residents are paid at least the London Living Wage – with the 2022 annual median gross weekly pay £749.40"
68,"{'points': ((664.7952, 464.7187), (664.7952, 474.7187), (826.0952000000001, 474.7187), (826.0952000000001, 464.7187)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,6,acc38fc0d1d0f4b4cfde3f8c8d397adb,NarrativeText,bbc612cc5859242491a2d8225ecc3e67,9th largest population in London,(that’s 93.3% of Lambeth schools)
69,"{'points': ((71.4803, 554.6745), (71.4803, 588.6745), (168.72030000000004, 588.6745), (168.72030000000004, 554.6745)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,6,acc38fc0d1d0f4b4cfde3f8c8d397adb,NarrativeText,b291ea693d4554ddf68d861edb16e086,9th largest population in London,"The (mean) average house price in Lambeth is £689,009"
70,"{'points': ((289.2756, 524.0989999999999), (289.2756, 570.0989999999999), (382.97479999999996, 570.0989999999999), (382.97479999999996, 524.0989999999999)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,6,acc38fc0d1d0f4b4cfde3f8c8d397adb,NarrativeText,5973ec8671c0c31f6eeb172d2193a46d,9th largest population in London,54.9% of Lambeth residents have a religion and 37.5% have no religion
71,"{'points': ((660.7086, 546.3122000000001), (660.7086, 580.3122000000001), (761.4471, 580.3122000000001), (761.4471, 546.3122000000001)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,6,acc38fc0d1d0f4b4cfde3f8c8d397adb,NarrativeText,b070fb1e70b7bb155b22f9b5aeff7c71,9th largest population in London,38.6% of Lambeth residents were born outside of the UK
72,"{'points': ((933.8504, 494.0226), (933.8504, 516.0226), (1110.2204000000002, 516.0226), (1110.2204000000002, 494.0226)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,6,acc38fc0d1d0f4b4cfde3f8c8d397adb,NarrativeText,26eb14a20018dbcb95be11b1158eac46,9th largest population in London,"In January 2023, 11,950 (4.9%) of the population are on universal credit"
73,"{'points': ((71.4803, 624.6902), (71.4803, 646.6902), (132.7903, 646.6902), (132.7903, 624.6902)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,6,69f82064b95142d2809e1022612907d5,Title,9871689619e6ef50b697e4e39f60dbe0,,12th highest in London
74,"{'points': ((647.0078, 614.7926), (647.0078, 636.7926), (756.6666, 636.7926), (756.6666, 614.7926)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,6,9871689619e6ef50b697e4e39f60dbe0,NarrativeText,5c09ff3780ff85eb0b62e4af7d4da294,12th highest in London,There are 130 number of languages spoken.
75,"{'points': ((1011.0944, 625.7768), (1011.0944, 647.7768), (1114.0334, 647.7768), (1114.0334, 625.7768)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,6,9871689619e6ef50b697e4e39f60dbe0,NarrativeText,2698e228d77d8198567e4a484ac5d9ab,12th highest in London,36.4% of all waste is reused or recycled
76,"{'points': ((398.8346, 659.5091), (398.8346, 705.5091), (533.7968, 705.5091), (533.7968, 659.5091)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,6,9871689619e6ef50b697e4e39f60dbe0,NarrativeText,20bb25d9e727c1bcb7fd172b39543a71,12th highest in London,Life expectancy in Lambeth is low compared to London at 78.6 years for males and 83.2 years for females
77,"{'points': ((814.6299, 680.1106), (814.6299, 726.1106), (962.9399000000001, 726.1106), (962.9399000000001, 680.1106)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,6,9871689619e6ef50b697e4e39f60dbe0,NarrativeText,024dc0883ced3b9e8de0a9ba4c0d6d15,12th highest in London,17% of the population indicate that their day-to-day activities are limited to some extent by health problems or a disability
78,"{'points': ((1011.0944, 680.9579), (1011.0944, 690.9579), (1116.0944, 690.9579), (1116.0944, 680.9579)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,6,69f82064b95142d2809e1022612907d5,Title,322195343ffda925324dfee0ef455696,,12th lowest in London
79,"{'points': ((150.2362, 750.7374), (150.2362, 760.7374), (308.9452, 760.7374), (308.9452, 750.7374)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,6,322195343ffda925324dfee0ef455696,NarrativeText,cfb41226537acf7f773afc443b717979,12th lowest in London,17.3% of Lambeth is green space
80,"{'points': ((398.8346, 738.6902), (398.8346, 784.6902), (529.9346, 784.6902), (529.9346, 738.6902)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,6,322195343ffda925324dfee0ef455696,NarrativeText,de0568eab4e32fe7a65b24a2197a7735,12th lowest in London,(Lambeth males have the 2nd lowest in London and Lambeth females have the 5th lowest in London)
81,"{'points': ((814.6299, 764.961), (814.6299, 774.961), (919.6299, 774.961), (919.6299, 764.961)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,6,69f82064b95142d2809e1022612907d5,Title,a2f2d97887839660665cda66f66c7e82,,11th lowest in London
82,"{'points': ((150.2362, 791.0839), (150.2362, 801.0839), (252.4562, 801.0839), (252.4562, 791.0839)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,6,,Footer,ecd77a4383614b6f19b7f410a201816d,,5th lowest in London
83,"{'points': ((56.6929, 98.23889999999994), (56.6929, 208.23889999999994), (434.2449, 208.23889999999994), (434.2449, 98.23889999999994)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,7,dbabedbf3276fe708dc73b00ddb8a9be,Title,927b317b2b9b9bca850d9e67e40e6488,,Our Previous Borough Plan
84,"{'points': ((56.6929, 250.98749999999995), (56.6929, 268.98749999999995), (317.15110000000016, 268.98749999999995), (317.15110000000016, 250.98749999999995)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,7,dbabedbf3276fe708dc73b00ddb8a9be,Title,c1ec8f1102b5d6cfba7ca5cd9095f0c0,,About the Borough Plan 2018–22
85,"{'points': ((56.6929, 292.0227), (56.6929, 314.0227), (263.4279, 314.0227), (263.4279, 292.0227)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,7,c1ec8f1102b5d6cfba7ca5cd9095f0c0,NarrativeText,796f7c074d483f421c297573c1d2524f,About the Borough Plan 2018–22,Our previous Borough Plan was formed around five pillars:
86,"{'points': ((56.6929, 327.95259999999996), (56.6929, 337.9926), (261.41049999999996, 337.9926), (261.41049999999996, 327.95259999999996)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,7,c1ec8f1102b5d6cfba7ca5cd9095f0c0,ListItem,42f3f76f59968a9eab0a5fb4620f6ea9,About the Borough Plan 2018–22,1. Enable sustainable growth and development
87,"{'points': ((56.6929, 345.6219), (56.6929, 355.6619), (199.5505, 355.6619), (199.5505, 345.6219)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,7,c1ec8f1102b5d6cfba7ca5cd9095f0c0,ListItem,3e8ed12b7dd15d2dae6341abe4f417a0,About the Borough Plan 2018–22,2. Increase community resilience
88,"{'points': ((56.6929, 363.29119999999995), (56.6929, 385.29119999999995), (268.48949999999996, 385.29119999999995), (268.48949999999996, 363.29119999999995)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,7,c1ec8f1102b5d6cfba7ca5cd9095f0c0,ListItem,3dcec8d72190a2839b0b4e9744bee164,About the Borough Plan 2018–22,3. Promote care and independence by reforming services
89,"{'points': ((306.1417, 291.95269999999994), (306.1417, 397.9527), (539.3397, 397.9527), (539.3397, 291.95269999999994)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,7,c1ec8f1102b5d6cfba7ca5cd9095f0c0,NarrativeText,3ac8406f4da305989c0a3d1462433f0d,About the Borough Plan 2018–22,"The global covid-19 pandemic required unpredictable action and unparalleled levels of partnership working to protect the most vulnerable and support businesses and jobs. The pandemic brought our local government, public health team, local NHS and the VCS sector closer together to deliver comprehensive support and care – and we should be collectively proud that our efforts stand Lambeth in good stead as we continue to emerge from the crisis."
90,"{'points': ((56.6929, 392.96049999999997), (56.6929, 414.96049999999997), (284.4104999999999, 414.96049999999997), (284.4104999999999, 392.96049999999997)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,7,c1ec8f1102b5d6cfba7ca5cd9095f0c0,ListItem,4cc99b782192f3d192e363a7d7887508,About the Borough Plan 2018–22,"4. Make Lambeth a place where people want to live, work and invest"
91,"{'points': ((56.6929, 422.6298), (56.6929, 546.2991), (289.12289999999996, 546.2991), (289.12289999999996, 422.6298)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,7,c1ec8f1102b5d6cfba7ca5cd9095f0c0,ListItem,a0039dd07a1b7b7f193a650b286dad81,About the Borough Plan 2018–22,"5. A further fifth pillar was consulted on and agreed in 2020 articulating our vision in terms of EDI: be passionate about equality, strengthening diversity and delivering inclusion. Each pillar was underpinned by a total of 20 goals to enable the delivery of the ambitions. The Council’s administration over the four years of the Borough Plan set itself four guiding principles that underpinned decision-making, policy implementation, prioritisation and allocation of expenditure and delivery of services."
92,"{'points': ((56.6929, 560.3690999999999), (56.6929, 570.3690999999999), (109.37790000000001, 570.3690999999999), (109.37790000000001, 560.3690999999999)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,7,c1ec8f1102b5d6cfba7ca5cd9095f0c0,NarrativeText,1305adfa0b6b080fa88afece59c421bd,About the Borough Plan 2018–22,These were:
93,"{'points': ((56.6929, 584.2991), (56.6929, 594.3391), (136.9515, 594.3391), (136.9515, 584.2991)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,7,c1ec8f1102b5d6cfba7ca5cd9095f0c0,ListItem,0f76a18ab570337a0e59ebf1ccd5968d,About the Borough Plan 2018–22,1. Value for money
94,"{'points': ((306.1417, 411.9527), (306.1417, 469.9527), (541.2587, 469.9527), (541.2587, 411.9527)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,7,c1ec8f1102b5d6cfba7ca5cd9095f0c0,NarrativeText,8139525cf2d691d25926abb9336c8988,About the Borough Plan 2018–22,"The murders of George Floyd and Sarah Everard were appalling crimes that caused deep repercussions in our borough, inflicting trauma on our communities that needs to be healed and calls to action for institutions that need to be heeded."
95,"{'points': ((306.1417, 483.9527), (306.1417, 613.9526), (539.1916999999999, 613.9526), (539.1916999999999, 483.9527)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,7,c1ec8f1102b5d6cfba7ca5cd9095f0c0,NarrativeText,f7d356c135ad1ffdfe0f06ebaa049180,About the Borough Plan 2018–22,"The Council sought to work with communities on the changes that were needed to make Lambeth safer and more equal. Through pioneering work on diversity in the public realm which engaged younger people and residents in a debate on the Lambeth of today, and through the publication and launch of our preventing violence among women and girls, we have placed Lambeth in a leadership position to make a real and lasting difference and to reduce the scourge of attacks on women and girls, calling on men to change their own behaviours."
96,"{'points': ((56.6929, 601.9684), (56.6929, 612.0083999999999), (145.2715, 612.0083999999999), (145.2715, 601.9684)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,7,c1ec8f1102b5d6cfba7ca5cd9095f0c0,ListItem,d688e8199bca7cdae010b4d6d51fab67,About the Borough Plan 2018–22,2. Tackling inequality
97,"{'points': ((56.6929, 619.6377), (56.6929, 629.6777), (125.47049999999999, 629.6777), (125.47049999999999, 619.6377)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,7,c1ec8f1102b5d6cfba7ca5cd9095f0c0,ListItem,39a820ba94781bf575b2c9d6fd15fc6d,About the Borough Plan 2018–22,3. Transparency
98,"{'points': ((56.6929, 637.307), (56.6929, 647.347), (124.9015, 647.347), (124.9015, 637.307)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,7,c1ec8f1102b5d6cfba7ca5cd9095f0c0,ListItem,ac2fdba553e4725d1ae6d4f8e0e11689,About the Borough Plan 2018–22,4. Collaboration
99,"{'points': ((56.6929, 666.9763), (56.6929, 712.9763), (273.60089999999997, 712.9763), (273.60089999999997, 666.9763)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,7,c1ec8f1102b5d6cfba7ca5cd9095f0c0,NarrativeText,b0d9c553449ab0019583b550a122d26c,About the Borough Plan 2018–22,"It is important to acknowledge the unprecedented and significant global events that occurred during this time, as we collectively sought to deliver on these goals."
100,"{'points': ((306.1417, 627.9926), (306.1417, 721.9926), (538.3397, 721.9926), (538.3397, 627.9926)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,7,c1ec8f1102b5d6cfba7ca5cd9095f0c0,NarrativeText,962b1e0843324fcac8b1fe21c7170d43,About the Borough Plan 2018–22,"Against the backdrop of these local and global challenges, we began the process to design this new “Our Future, Our Lambeth” Borough Plan. In doing so, we reflected on what the Council and its borough partners had achieved over the last four years, what we haven’t got right and what we must build on and must remain central to our ambitions as we look forward to 2030."
101,"{'points': ((56.6929, 98.23889999999994), (56.6929, 208.23889999999994), (548.9889000000002, 208.23889999999994), (548.9889000000002, 98.23889999999994)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,8,d080b49c0c3cb34fbf8eb1c6873e1864,Title,9c8f673d178c68975d7f97d92d32061f,,Our Shared Vision: Lambeth 2030
102,"{'points': ((649.1338, 70.33939999999996), (649.1338, 125.33939999999996), (869.748, 125.33939999999996), (869.748, 70.33939999999996)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,8,d080b49c0c3cb34fbf8eb1c6873e1864,Title,719cd6ea76b3fc61744d2f14b2522636,,Our Borough Plan Engagement
103,"{'points': ((56.6929, 251.05949999999996), (56.6929, 269.05949999999996), (162.3709, 269.05949999999996), (162.3709, 251.05949999999996)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,8,d080b49c0c3cb34fbf8eb1c6873e1864,Title,aa47134e0039c8b474b666d08dc89c48,,The process
104,"{'points': ((306.1417, 251.05949999999996), (306.1417, 269.05949999999996), (406.14970000000005, 269.05949999999996), (406.14970000000005, 251.05949999999996)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,8,d080b49c0c3cb34fbf8eb1c6873e1864,Title,5b11037a04404195c2a50cc35bc037b3,,The results
105,"{'points': ((56.6929, 281.27549999999997), (56.6929, 339.27549999999997), (273.8108999999999, 339.27549999999997), (273.8108999999999, 281.27549999999997)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,8,5b11037a04404195c2a50cc35bc037b3,NarrativeText,c5873d6dbb29bddb3f20be2f956fe549,The results,Our residents are local experts and are the people who know Lambeth best. Building the future of Lambeth will take all of us working together and we wanted to use this process as the start of our collective effort to shape the future of Lambeth.
106,"{'points': ((56.6929, 353.27549999999997), (56.6929, 447.27549999999997), (290.7468999999998, 447.27549999999997), (290.7468999999998, 353.27549999999997)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,8,5b11037a04404195c2a50cc35bc037b3,NarrativeText,fb796a6f77bec0826ab2067fbb2860ea,The results,"Everyone who lives, visits and works in the borough was invited to share what makes Lambeth unique and why it is important to them, what they would like the future Lambeth to look and feel like and the challenges they are facing now and anticipate on the road to 2030. Crucially, we asked what ideas for change people had also so that this Borough Plan and its ambitions can make a real difference to people’s lives."
107,"{'points': ((56.6929, 461.27549999999997), (56.6929, 639.2755), (283.9808999999999, 639.2755), (283.9808999999999, 461.27549999999997)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,8,5b11037a04404195c2a50cc35bc037b3,NarrativeText,79dc50411e89550203d7c5422ab9bfed,The results,"Building on the results of the Child Friendly Lambeth consultation, and data and learnings from the Citizens’ Assembly on the Climate Crisis and the Health and Wellbeing Strategy, Citizens’ Assembly and the Health and Wellbeing Strategy, across 2022 we held a series of open invitation workshops attended by residents and local voluntary and community organisations, ran several focussed discussions with charities and local organisations to better understand the perspectives of different resident groups and to ensure we were capturing a representative voice of Lambeth’s residents, we held weeks of on-street conversations in community and public spaces, and we also ran an open Lambeth 2030 survey."
