page,text,left,top,width,height,line,conf
2,exchanges to,0.502353,0.590303,0.114118,0.013333,184,99.0
2,Some,0.542745,0.619394,0.052157,0.013939,185,99.0
2,to include.,0.552549,0.636061,0.076078,0.013333,186,99.0
2,makes the,0.527451,0.651818,0.087451,0.013939,187,99.0
2,to establish,0.564706,0.668788,0.096471,0.013333,188,98.0
2,text related,0.55451,0.684848,0.107059,0.01303,189,99.0
2,expressed more,0.498039,0.700909,0.134902,0.013636,190,98.0
2,city committees.,0.532549,0.71697,0.132941,0.013636,191,99.0
2,not be,0.560392,0.73303,0.055294,0.013939,192,98.0
2,this is signed,0.547843,0.778485,0.11098,0.013636,193,99.0
2,international,0.512549,0.795152,0.101569,0.013333,194,99.0
2,flexible to,0.528627,0.811212,0.082353,0.013939,195,99.0
2,if it is,0.57098,0.840606,0.049412,0.013636,196,98.0
2,community to,0.528627,0.85697,0.095294,0.013333,197,99.0
2,someone in,0.521569,0.87303,0.098039,0.014242,198,99.0
2,this status in,0.619216,0.130909,0.106275,0.014242,199,98.0
2,a letter from,0.641176,0.171515,0.107059,0.014242,200,98.0
2,of the,0.651373,0.187273,0.051373,0.014242,201,98.0
2,by the mayor,0.623137,0.203636,0.109804,0.014242,202,97.0
2,from its,0.616078,0.220303,0.068627,0.012727,203,98.0
2,relationship,0.606667,0.237273,0.1,0.012424,204,99.0
2,in many cases,0.631765,0.252424,0.118824,0.013939,205,98.0
2,it has been,0.630588,0.267879,0.089804,0.015758,206,99.0
2,by Sister,0.65451,0.32303,0.073725,0.014848,207,98.0
2,clearly,0.622353,0.339394,0.061961,0.014242,208,98.0
2,a member,0.63451,0.355758,0.084314,0.014848,209,99.0
2,declaring,0.647059,0.371515,0.08,0.015152,210,99.0
2,commitment to,0.607843,0.388485,0.118824,0.013636,211,98.0
2,build a lasting,0.639216,0.405152,0.105882,0.013333,212,98.0
2,have any,0.615686,0.420303,0.076471,0.015152,213,98.0
2,or,0.656471,0.459697,0.053333,0.014848,214,99.0
2,actual name,0.63098,0.476364,0.102745,0.014848,215,99.0
2,language focusing,0.60549,0.541515,0.152549,0.013636,216,98.0
2,mutual,0.641569,0.557273,0.057647,0.014242,217,98.0
2,or more,0.666275,0.573939,0.067843,0.013333,218,99.0
2,economic development.,0.616471,0.590303,0.158039,0.013333,219,99.0
2,"specifics, like",0.594902,0.619394,0.112941,0.013939,220,99.0
2,"However,",0.628627,0.636061,0.078431,0.013333,221,99.0
2,document too,0.614902,0.651818,0.112941,0.013939,222,99.0
2,the,0.661176,0.668788,0.030588,0.013333,223,98.0
2,to,0.661569,0.684848,0.012941,0.01303,224,99.0
2,fully in a,0.632941,0.700909,0.072549,0.013636,225,98.0
2,Your,0.66549,0.71697,0.044314,0.013636,226,99.0
2,dated or limited,0.615686,0.73303,0.130588,0.013939,227,98.0
2,by both,0.658824,0.778485,0.065098,0.013636,228,99.0
2,partners and,0.614118,0.795152,0.107843,0.013333,229,99.0
2,cultural or,0.61098,0.811212,0.089412,0.013939,230,99.0
2,drafted in,0.620392,0.840606,0.083529,0.013636,231,98.0
2,be able to read,0.623922,0.85697,0.123529,0.013333,232,99.0
2,your own,0.619608,0.87303,0.082745,0.014242,233,99.0
2,directories,0.72549,0.130909,0.094118,0.014242,234,98.0
2,the mayor,0.748235,0.171515,0.084706,0.014242,235,98.0
2,sister city. Sister,0.702745,0.187273,0.137647,0.014242,236,98.0
2,of the U.S.,0.732941,0.203636,0.08549,0.014242,237,97.0
2,directories and all,0.684706,0.220303,0.147843,0.012727,238,98.0
2,simply because,0.706667,0.237273,0.127059,0.012424,239,99.0
2,a dormant,0.750588,0.252424,0.081961,0.013939,240,98.0
2,inactive.,0.720392,0.267879,0.063529,0.015758,241,99.0
2,Cities International,0.728235,0.32303,0.146667,0.014848,242,98.0
2,endorse the link.,0.684314,0.339394,0.139608,0.014242,243,98.0
2,of SCl and has,0.718824,0.355758,0.118039,0.014848,244,99.0
2,the intent to,0.727059,0.371515,0.098824,0.015152,245,99.0
2,the relationship;,0.726667,0.388485,0.132941,0.013636,246,98.0
2,relationship.,0.745098,0.405152,0.101961,0.013333,247,98.0
2,additional requirements,0.692157,0.420303,0.187059,0.015152,248,98.0
2,"""Memorandum of",0.709804,0.459697,0.106667,0.014848,249,99.0
2,and format,0.733725,0.476364,0.096471,0.014848,250,99.0
2,on each,0.758039,0.541515,0.067843,0.013636,251,98.0
2,benefit to the,0.699216,0.557273,0.113725,0.014242,252,98.0
2,concrete,0.734118,0.573939,0.075294,0.013333,253,99.0
2,particular areas,0.707843,0.619394,0.131373,0.013939,254,99.0
2,there's no need,0.707059,0.636061,0.130196,0.013333,255,99.0
2,lengthy or,0.727843,0.651818,0.088627,0.013939,256,99.0
2,relationship;,0.691765,0.668788,0.104706,0.013333,257,98.0
2,implementation or,0.67451,0.684848,0.137647,0.01303,258,99.0
2,separate,0.70549,0.700909,0.071373,0.013636,259,98.0
2,partnership,0.709804,0.71697,0.095294,0.013636,260,99.0
2,by being,0.746275,0.73303,0.072941,0.013939,261,98.0
2,cities. You,0.723922,0.778485,0.086275,0.013636,262,99.0
2,solicit feedback,0.721961,0.795152,0.128627,0.013333,263,99.0
2,municipal priorities.,0.700392,0.811212,0.156078,0.013939,264,99.0
2,English. It is,0.703922,0.840606,0.095686,0.013636,265,98.0
2,and understand,0.747451,0.85697,0.124314,0.013333,266,99.0
2,community who,0.702353,0.87303,0.124314,0.014242,267,99.0
2,and all,0.819608,0.130909,0.050588,0.014242,268,98.0
2,or,0.832941,0.171515,0.018824,0.014242,269,98.0
2,city,0.818431,0.203636,0.028627,0.014242,270,97.0
2,lists,0.832549,0.220303,0.031765,0.012727,271,98.0
2,it is,0.833725,0.237273,0.027843,0.012424,272,99.0
2,This,0.823922,0.339394,0.034118,0.014242,273,98.0
2,twin,0.825882,0.371515,0.030588,0.015152,274,99.0
2,You,0.847059,0.405152,0.029412,0.013333,275,98.0
2,of,0.830196,0.476364,0.019608,0.014848,276,99.0
2,city's,0.825882,0.541515,0.041176,0.013636,277,98.0
2,"precise,",0.812941,0.557273,0.06549,0.014242,278,98.0
2,goals,0.809412,0.573939,0.040784,0.013333,279,99.0
2,of,0.839216,0.619394,0.019216,0.013939,280,99.0
2,to,0.837255,0.636061,0.015294,0.013333,281,99.0
2,limits,0.816471,0.651818,0.04,0.013939,282,99.0
2,specific,0.796471,0.668788,0.064706,0.013333,283,98.0
2,aligned,0.819216,0.73303,0.057255,0.013939,284,98.0
2,should,0.810196,0.778485,0.052941,0.013636,285,99.0
2,on,0.850588,0.795152,0.018431,0.013333,286,99.0
2,Toolkit,0.82902,0.069394,0.132941,0.031515,287,99.0
3,SisterCities Partnership Agreement,0.167843,0.025758,0.793725,0.03697,1,99.0
3,akaplan@sister-cities.org,0.442745,0.781818,0.206275,0.014848,2,98.0
3,INTERN,0.17098,0.066667,0.110196,0.009091,3,93.0
3,Connect,0.168627,0.085455,0.067451,0.014848,4,99.0
3,speaks,0.176078,0.131818,0.061569,0.013636,5,97.0
3,you have,0.175294,0.148788,0.078431,0.013333,6,97.0
3,Keep it to,0.175686,0.17697,0.080392,0.014242,7,99.0
3,work best,0.174902,0.193636,0.083529,0.014242,8,99.0
3,Most sister,0.175294,0.222727,0.096078,0.013939,9,99.0
3,of the,0.174902,0.239091,0.054902,0.014242,10,99.0
3,and,0.176078,0.256364,0.03451,0.012727,11,97.0
3,Consider,0.175686,0.284545,0.075686,0.014242,12,98.0
3,logos to,0.176078,0.301212,0.066667,0.013939,13,99.0
3,city hall or,0.175294,0.317576,0.087451,0.013939,14,99.0
3,Look at,0.17451,0.346364,0.064706,0.014848,15,98.0
3,of what is,0.174902,0.362727,0.083137,0.014545,16,99.0
3,cannot,0.174118,0.378485,0.058824,0.015758,17,99.0
3,have them,0.174902,0.395758,0.086275,0.014242,18,98.0
3,Documents,0.175294,0.424848,0.093725,0.014545,19,98.0
3,Check with,0.174902,0.453939,0.091373,0.015455,20,98.0
3,is OK with,0.17451,0.470606,0.083137,0.014545,21,98.0
3,don't want,0.175686,0.487576,0.087059,0.013636,22,98.0
3,Official,0.175294,0.516364,0.064706,0.014242,23,98.0
3,partnership.,0.175294,0.533333,0.103922,0.013333,24,99.0
3,for their,0.174902,0.549394,0.069804,0.012424,25,99.0
3,Remember,0.175294,0.578485,0.089804,0.013636,26,98.0
3,receive,0.175686,0.595152,0.065882,0.013333,27,99.0
3,it is included,0.17451,0.610303,0.104314,0.015455,28,98.0
3,Remember that,0.116863,0.639091,0.125882,0.015152,29,99.0
3,like the establishment,0.116863,0.655152,0.178431,0.015455,30,98.0
3,"others, before",0.116863,0.672424,0.122745,0.013939,31,99.0
3,office to see if,0.117255,0.689091,0.146667,0.012727,32,99.0
3,On the following,0.116471,0.716364,0.131373,0.015152,33,99.0
3,what is possible.,0.116471,0.733636,0.13451,0.013939,34,99.0
3,encourage you to,0.116471,0.749394,0.145098,0.014545,35,98.0
3,you are unsure,0.115686,0.766061,0.129412,0.013939,36,99.0
3,sending it to our,0.115686,0.781818,0.132941,0.014848,37,98.0
3,347-8630.,0.116078,0.798182,0.083529,0.012727,38,99.0
3,ATION,0.281176,0.066667,0.093333,0.009091,39,93.0
3,globally. Thrive,0.236078,0.085455,0.121569,0.014848,40,99.0
3,that language,0.237647,0.131818,0.110196,0.013636,41,97.0
3,in your own,0.253725,0.148788,0.098824,0.013333,42,97.0
3,one page.,0.256078,0.17697,0.081961,0.014242,43,99.0
3,if they can,0.258431,0.193636,0.090196,0.014242,44,99.0
3,city,0.271373,0.222727,0.034118,0.013939,45,99.0
3,sister city,0.229804,0.239091,0.088235,0.014242,46,99.0
3,cooperation.,0.210588,0.256364,0.101569,0.012727,47,97.0
3,using official,0.251373,0.284545,0.109804,0.014242,48,98.0
3,reflect your,0.242745,0.301212,0.112157,0.013939,49,99.0
3,other municipal,0.262745,0.317576,0.123922,0.013939,50,99.0
3,other agreements,0.239216,0.346364,0.150196,0.014848,51,98.0
3,acceptable,0.258039,0.362727,0.09098,0.014545,52,99.0
3,access older,0.232941,0.378485,0.109804,0.015758,53,99.0
3,"on file,",0.261176,0.395758,0.059608,0.014242,54,98.0
3,must be,0.26902,0.424848,0.069804,0.014545,55,98.0
3,"your mayor,",0.266275,0.453939,0.104314,0.015455,56,98.0
3,them. The,0.257647,0.470606,0.085882,0.014545,57,98.0
3,to spend,0.262745,0.487576,0.076078,0.013636,58,98.0
3,documents are,0.24,0.516364,0.122745,0.014242,59,98.0
3,Be sure,0.279216,0.533333,0.068627,0.013333,60,99.0
3,records.,0.244706,0.549394,0.063922,0.012424,61,99.0
3,to send your,0.265098,0.578485,0.10549,0.013636,62,98.0
3,your agreement,0.241569,0.595152,0.133725,0.013333,63,99.0
3,in our,0.278824,0.610303,0.052941,0.015455,64,98.0
3,each city's,0.242745,0.639091,0.090588,0.015152,65,99.0
3,of a,0.295294,0.655152,0.039216,0.015455,66,98.0
3,sanctioning a,0.239608,0.672424,0.10902,0.013939,67,99.0
3,this is the case.,0.263922,0.689091,0.094902,0.012727,68,99.0
3,pages you'll,0.247843,0.716364,0.101569,0.015152,69,99.0
3,While you,0.25098,0.733636,0.083529,0.013939,70,99.0
3,make your,0.261569,0.749394,0.089412,0.014545,71,98.0
3,about your,0.245098,0.766061,0.091765,0.013939,72,99.0
3,Membership,0.248627,0.781818,0.104706,0.014848,73,98.0
3,AL,0.37451,0.066667,0.034118,0.009091,74,93.0
3,locally.,0.357647,0.085455,0.051373,0.014848,75,99.0
3,check the,0.347843,0.131818,0.083529,0.013636,76,97.0
3,agreement.,0.352549,0.148788,0.090196,0.013333,77,97.0
3,Ceremonial,0.338039,0.17697,0.096863,0.014242,78,99.0
3,be posted in,0.348627,0.193636,0.1,0.014242,79,99.0
3,agreements include,0.30549,0.222727,0.162353,0.013939,80,99.0
3,movement-to,0.318039,0.239091,0.11098,0.014242,81,99.0
3,letterhead,0.361176,0.284545,0.086275,0.014242,82,98.0
3,enhance the,0.354902,0.301212,0.094118,0.013939,83,99.0
3,offices,0.386667,0.317576,0.063922,0.013939,84,99.0
3,your city,0.389412,0.346364,0.077647,0.014848,85,98.0
3,"or possible,",0.34902,0.362727,0.096863,0.014545,86,99.0
3,agreements,0.342745,0.378485,0.100392,0.015758,87,99.0
3,although we do,0.320784,0.395758,0.126667,0.014242,88,98.0
3,signed by the,0.338824,0.424848,0.113333,0.014545,89,98.0
3,"city council,",0.370588,0.453939,0.099608,0.015455,90,98.0
3,mayor is the,0.343529,0.470606,0.103529,0.014545,91,98.0
3,time developing,0.338824,0.487576,0.131373,0.013636,92,98.0
3,usually signed,0.362745,0.516364,0.116471,0.014242,93,98.0
3,both communities,0.347843,0.533333,0.14549,0.013333,94,99.0
3,signed,0.370588,0.578485,0.057647,0.013636,95,98.0
3,we will post,0.375294,0.595152,0.092941,0.013333,96,99.0
3,Annual Membership,0.331765,0.610303,0.161569,0.015455,97,98.0
3,sister city,0.333333,0.639091,0.087059,0.015152,98,99.0
3,"committee, a",0.33451,0.655152,0.109804,0.015455,99,98.0
3,sister city,0.348627,0.672424,0.106275,0.013939,100,99.0
3,find a series,0.349412,0.716364,0.102353,0.015152,101,99.0
3,should feel free,0.33451,0.733636,0.13451,0.013939,102,99.0
3,agreement,0.35098,0.749394,0.090196,0.014545,103,98.0
3,agreement or,0.336863,0.766061,0.135686,0.013939,104,99.0
3,Director at,0.353333,0.781818,0.089412,0.014848,105,98.0
3,foreign-language,0.431373,0.131818,0.142745,0.013636,106,97.0
3,documents such,0.434902,0.17697,0.138824,0.014242,107,99.0
3,their entirety.,0.448627,0.193636,0.108235,0.014242,108,99.0
3,some,0.467843,0.222727,0.046667,0.013939,109,99.0
3,promote peace,0.42902,0.239091,0.126667,0.014242,110,99.0
3,and/or other,0.447451,0.284545,0.11451,0.014242,111,98.0
3,document.,0.44902,0.301212,0.083137,0.013939,112,99.0
3,and should,0.450588,0.317576,0.088627,0.013939,113,99.0
3,has signed.,0.467059,0.346364,0.094118,0.014848,114,98.0
3,and they may,0.445882,0.362727,0.113725,0.014545,115,99.0
3,please contact,0.443137,0.378485,0.121569,0.015758,116,99.0
3,not have copies,0.447451,0.395758,0.132157,0.014242,117,98.0
3,top elected,0.452157,0.424848,0.094902,0.014545,118,98.0
3,"town clerk,",0.470196,0.453939,0.093333,0.015455,119,98.0
3,one putting,0.447059,0.470606,0.095686,0.014545,120,98.0
3,an agreement,0.470196,0.487576,0.119608,0.013636,121,98.0
3,during a,0.479216,0.516364,0.070588,0.014242,122,98.0
3,receive,0.493333,0.533333,0.062745,0.013333,123,99.0
3,agreement to,0.428235,0.578485,0.112549,0.013636,124,98.0
3,the relationship,0.468235,0.595152,0.128627,0.013333,125,99.0
3,Directory.,0.493333,0.610303,0.081961,0.015455,126,98.0
3,program is,0.420392,0.639091,0.09451,0.015152,127,99.0
3,"review period,",0.438039,0.655152,0.120392,0.015455,128,98.0
3,agreement. Check,0.454902,0.672424,0.12549,0.013939,129,99.0
3,of partnership,0.451765,0.716364,0.124706,0.015152,130,99.0
3,to use some,0.46902,0.733636,0.101569,0.013939,131,99.0
3,your own and,0.441176,0.749394,0.112549,0.014545,132,98.0
3,want advice,0.472549,0.766061,0.076471,0.013939,133,99.0
3,version to,0.574118,0.131818,0.08549,0.013636,134,97.0
3,as these,0.573725,0.17697,0.073333,0.014242,135,99.0
3,acknowledgement,0.51451,0.222727,0.148627,0.013939,136,99.0
3,through mutual,0.555686,0.239091,0.126667,0.014242,137,99.0
3,embellishments,0.561961,0.284545,0.117255,0.014242,138,98.0
3,Sister city,0.532157,0.301212,0.086667,0.013939,139,99.0
3,reflect their,0.539216,0.317576,0.103137,0.013939,140,99.0
3,These,0.561176,0.346364,0.05451,0.014848,141,98.0
3,be in an easily,0.559608,0.362727,0.118824,0.014545,142,99.0
3,Sister Cities,0.564706,0.378485,0.102353,0.015758,143,99.0
3,of all,0.579608,0.395758,0.043137,0.014242,144,98.0
3,official of,0.547059,0.424848,0.119608,0.014545,145,98.0
3,et al. to make,0.563529,0.453939,0.111373,0.015455,146,98.0
3,his or her name,0.542745,0.470606,0.13451,0.014545,147,98.0
3,which will,0.589804,0.487576,0.08,0.013636,148,98.0
3,formal ceremony,0.549804,0.516364,0.142745,0.014242,149,98.0
3,a signed set,0.556078,0.533333,0.103137,0.013333,150,99.0
3,Sister Cities,0.540784,0.578485,0.100784,0.013636,151,98.0
3,in the,0.596863,0.595152,0.048235,0.013333,152,99.0
3,independent and,0.514902,0.639091,0.136078,0.015152,153,99.0
3,sustainability/funding,0.558431,0.655152,0.183529,0.015455,154,98.0
3,with your,0.580392,0.672424,0.078431,0.013939,155,99.0
3,agreements,0.576471,0.716364,0.1,0.015152,156,99.0
3,of the,0.570588,0.733636,0.05451,0.013939,157,99.0
3,be creative,0.553725,0.749394,0.096471,0.014545,158,98.0
3,you can always,0.54902,0.766061,0.12549,0.013939,159,99.0
3,make sure it,0.659608,0.131818,0.102353,0.013636,160,97.0
3,partnership,0.647059,0.17697,0.099608,0.014242,161,99.0
3,of the founding,0.663137,0.222727,0.128627,0.013939,162,99.0
3,"respect,",0.682353,0.239091,0.072549,0.014242,163,99.0
3,such as,0.679216,0.284545,0.066275,0.014242,164,98.0
3,agreements are,0.618824,0.301212,0.132941,0.013939,165,99.0
3,historical,0.642353,0.317576,0.078039,0.013939,166,99.0
3,agreements may,0.615686,0.346364,0.137647,0.014848,167,98.0
3,replicable,0.678431,0.362727,0.082745,0.014545,168,99.0
3,"International,",0.667059,0.378485,0.114902,0.015758,169,99.0
3,partnership,0.622745,0.395758,0.101961,0.014242,170,98.0
3,both communities.,0.666667,0.424848,0.112941,0.014545,171,98.0
3,sure that,0.674902,0.453939,0.079608,0.015455,172,98.0
3,on the,0.677255,0.470606,0.055294,0.014545,173,98.0
3,never be,0.669804,0.487576,0.080392,0.013636,174,98.0
3,recognizing,0.692549,0.516364,0.098039,0.014242,175,98.0
3,of the official,0.659216,0.533333,0.116471,0.013333,176,99.0
3,International.,0.641569,0.578485,0.11098,0.013636,177,98.0
3,City Directory,0.645098,0.595152,0.116863,0.013333,178,99.0
3,can impose,0.65098,0.639091,0.09451,0.015152,179,99.0
3,local program,0.658824,0.672424,0.115294,0.013939,180,99.0
3,to give you,0.676471,0.716364,0.09098,0.015152,181,99.0
3,formatting and,0.625098,0.733636,0.125882,0.013939,182,99.0
3,with what you,0.650196,0.749394,0.111765,0.014545,183,98.0
3,solicit,0.67451,0.766061,0.05098,0.013939,184,99.0
3,or contacting,0.64902,0.781818,0.110196,0.014848,185,98.0
3,mirrors what,0.761961,0.131818,0.104314,0.013636,186,97.0
3,agreements,0.746667,0.17697,0.096863,0.014242,187,99.0
3,principles,0.791765,0.222727,0.079608,0.013939,188,99.0
3,"understanding,",0.754902,0.239091,0.120784,0.014242,189,99.0
3,city seals or,0.74549,0.284545,0.098431,0.014242,190,98.0
3,often posted,0.751765,0.301212,0.107059,0.013939,191,99.0
3,importance,0.720392,0.317576,0.087451,0.013939,192,99.0
3,give you an,0.753333,0.346364,0.095686,0.014848,193,98.0
3,format. If,0.761176,0.362727,0.083137,0.014545,194,99.0
3,we may,0.781961,0.378485,0.057647,0.015758,195,99.0
3,agreements.,0.724706,0.395758,0.099216,0.014242,196,98.0
3,the agreement,0.75451,0.453939,0.118039,0.015455,197,98.0
3,"paper, and you",0.732549,0.470606,0.121961,0.014545,198,98.0
3,signed.,0.750196,0.487576,0.056863,0.013636,199,98.0
3,the,0.790588,0.516364,0.024706,0.014242,200,98.0
3,documents,0.775686,0.533333,0.085882,0.013333,201,99.0
3,After we,0.752549,0.578485,0.070588,0.013636,202,98.0
3,and make,0.761961,0.595152,0.08,0.013333,203,99.0
3,requirements,0.74549,0.639091,0.109804,0.015152,204,99.0
3,"plan, among",0.741961,0.655152,0.092941,0.015455,205,98.0
3,or mayor's,0.774118,0.672424,0.086667,0.013939,206,99.0
3,an idea of,0.767451,0.716364,0.080392,0.015152,207,99.0
3,"language, we",0.75098,0.733636,0.101176,0.013939,208,99.0
3,produce.,0.761961,0.749394,0.094118,0.014545,209,98.0
3,feedback by,0.72549,0.766061,0.100392,0.013939,210,99.0
3,us at (202),0.759216,0.781818,0.089412,0.014848,211,98.0
3,Toolkit,0.82902,0.069394,0.132941,0.031515,212,99.0
3,at,0.858824,0.301212,0.014902,0.013939,213,99.0
3,idea,0.84902,0.346364,0.032941,0.014848,214,98.0
3,you,0.844314,0.362727,0.028627,0.014545,215,99.0
3,sure,0.841961,0.595152,0.038039,0.013333,216,99.0
3,If,0.856078,0.749394,0.007451,0.014545,217,98.0
4,SisterCities Partnership Agreement,0.167843,0.025758,0.793725,0.03697,1,98.0
4,ESTABLISHMENT,0.549412,0.371818,0.207451,0.015758,2,98.0
4,IN TERN ATION,0.17098,0.066667,0.198824,0.009091,3,91.0
4,Connect globally. Thrive,0.167451,0.084848,0.191373,0.016364,4,99.0
4,AN,0.26,0.371818,0.037255,0.015758,5,98.0
4,The Sister City,0.221176,0.523333,0.114118,0.014242,6,99.0
4,By the President,0.221569,0.537273,0.123922,0.014545,7,99.0
4,Friendship and,0.223137,0.552424,0.114902,0.012727,8,99.0
4,Direct personal,0.222353,0.565758,0.115686,0.013939,9,99.0
4,In order to,0.222745,0.59303,0.087451,0.012424,10,99.0
4,Communities Friendship and by,0.222353,0.608485,0.121176,0.025455,11,98.0
4,Abu Dhabi and,0.222745,0.649091,0.111765,0.010606,12,99.0
4,"medicine, and",0.222745,0.66303,0.101176,0.011515,13,99.0
4,hereby I proclaim,0.222745,0.676667,0.116078,0.012727,14,97.0
4,the date of Houston,0.222745,0.69,0.139216,0.011818,15,98.0
4,relationship,0.222745,0.704848,0.083137,0.011515,16,99.0
4,Signed on this,0.222745,0.731818,0.109804,0.011818,17,99.0
4,"Languages, both",0.222353,0.746061,0.124314,0.012121,18,99.0
4,Sheikh,0.245882,0.806667,0.064314,0.010909,19,99.0
4,Chairman,0.247059,0.823636,0.087451,0.010909,20,99.0
4,A L,0.369804,0.066667,0.038824,0.009091,21,91.0
4,locally.,0.358824,0.084848,0.051765,0.016364,22,99.0
4,a,0.377647,0.291515,0.046275,0.018788,23,23.0
4,ABU DHABI,0.375686,0.315455,0.082353,0.018182,24,99.0
4,AGREEMENT,0.297255,0.371818,0.147451,0.015758,25,98.0
4,SISTER,0.337647,0.392424,0.088627,0.013939,26,99.0
4,THE CITY,0.336078,0.430303,0.116863,0.016667,27,98.0
4,"HOUSTON,",0.385098,0.469697,0.127451,0.015455,28,96.0
4,"Program,",0.335294,0.523333,0.072941,0.014242,29,99.0
4,of the United,0.34549,0.537273,0.097255,0.014545,30,99.0
4,understanding,0.338039,0.552424,0.106667,0.012727,31,99.0
4,contact; and,0.338039,0.565758,0.091765,0.013939,32,99.0
4,"foster those goals,",0.310196,0.59303,0.151765,0.012424,33,99.0
4,"goodwill, agree",0.341569,0.606061,0.109412,0.013939,34,98.0
4,"exploring education,",0.343529,0.620303,0.15098,0.013636,35,98.0
4,"Houston, sharing",0.338039,0.648788,0.128235,0.011818,36,98.0
4,the desire to promote,0.327843,0.66303,0.153725,0.011212,37,98.0
4,themselves Sister,0.343922,0.677273,0.123529,0.009697,38,99.0
4,City effective. Council,0.368627,0.690909,0.092157,0.024242,39,99.0
4,became,0.311765,0.705758,0.05451,0.009091,40,99.0
4,26 of October,0.332549,0.731818,0.103137,0.011818,41,98.0
4,text being equally,0.346667,0.746061,0.132549,0.012121,42,99.0
4,Mohammed bin,0.318039,0.806667,0.143922,0.01,43,99.0
4,of Abu Dhabi,0.343137,0.823636,0.122353,0.010303,44,99.0
4,&Town Planning,0.326275,0.841818,0.152549,0.010606,45,98.0
4,4,0.502745,0.256364,0.085882,0.024848,46,33.0
4,Labiig G,0.427059,0.29,0.137647,0.023636,47,66.0
4,MUNICIPALITY,0.460392,0.316364,0.103137,0.017273,48,99.0
4,FOR THE,0.444706,0.371818,0.104706,0.015758,49,98.0
4,CITIES,0.426275,0.392424,0.08902,0.013939,50,99.0
4,BETWEEN,0.45451,0.412121,0.111373,0.013333,51,99.0
4,OF ABU,0.452941,0.430303,0.087451,0.016667,52,98.0
4,AND,0.488627,0.451818,0.049412,0.012727,53,99.0
4,TEXAS,0.512549,0.469697,0.081569,0.015455,54,96.0
4,administered by Sister,0.408235,0.523333,0.172157,0.014242,55,99.0
4,States of America,0.442745,0.537273,0.135294,0.014545,56,99.0
4,between the United,0.446667,0.552121,0.141176,0.011515,57,99.0
4,the people of,0.461961,0.59303,0.103922,0.012424,58,99.0
4,to collaborate,0.45098,0.606061,0.102745,0.01303,59,98.0
4,economic,0.49451,0.620303,0.074118,0.013636,60,98.0
4,common,0.481176,0.648788,0.061569,0.010606,61,99.0
4,mutual,0.487059,0.663333,0.057255,0.009394,62,99.0
4,resolution Cities,0.466667,0.67697,0.077255,0.024545,63,99.0
4,"2002, in duplicate",0.435686,0.732121,0.132549,0.010303,64,96.0
4,authentic.,0.479216,0.746061,0.070196,0.012121,65,99.0
4,Butti Al,0.468627,0.805455,0.076471,0.011212,66,98.0
4,Municipality,0.471373,0.823333,0.115686,0.011515,67,99.0
4,gi,0.560784,0.288788,0.03098,0.023636,68,49.0
4,& TOWN PLANNING,0.567451,0.316061,0.138431,0.018788,69,79.0
4,RELATIONSHIP,0.515294,0.392424,0.165098,0.013939,70,99.0
4,DHABI ( U.,0.540392,0.430303,0.126667,0.016667,71,98.0
4,( U.S.A),0.594118,0.469697,0.089804,0.015455,72,96.0
4,Cities,0.580392,0.523333,0.044706,0.014242,73,99.0
4,in 1956 to,0.578039,0.537273,0.071373,0.014545,74,99.0
4,States and,0.587843,0.552121,0.081961,0.011515,75,99.0
4,Abu Dhabi and,0.565882,0.59303,0.088627,0.012424,76,99.0
4,for the mutual,0.553725,0.606061,0.105882,0.01303,77,98.0
4,and cultural,0.568627,0.620303,0.093725,0.013636,78,98.0
4,interest in energy,0.547451,0.648485,0.134118,0.011515,79,98.0
4,understanding,0.541176,0.662121,0.110196,0.012121,80,98.0
4,estatblishing the,0.543922,0.689394,0.121961,0.012121,81,99.0
4,in the Arabic,0.568235,0.732121,0.1,0.010303,82,96.0
4,Hamed,0.545098,0.805455,0.066667,0.011212,83,98.0
4,OF,0.756863,0.371818,0.030196,0.015758,84,98.0
4,A.E),0.667059,0.430303,0.047059,0.016667,85,98.0
4,"International, was",0.625098,0.523333,0.139216,0.014242,86,99.0
4,encourage greater,0.649412,0.537273,0.136863,0.014545,87,99.0
4,other nations,0.669804,0.552121,0.102745,0.011515,88,99.0
4,"Houston, in a",0.65451,0.59303,0.09451,0.012424,89,99.0
4,benefit of their,0.659608,0.606061,0.11098,0.01303,90,98.0
4,opportunities.,0.662353,0.620303,0.101569,0.013636,91,98.0
4,", technology",0.681569,0.648485,0.09098,0.011515,92,98.0
4,among our citizens,0.651373,0.662121,0.143137,0.012121,93,98.0
4,Sister City,0.665882,0.689394,0.075294,0.012121,94,99.0
4,and English,0.668235,0.732121,0.085098,0.010303,95,96.0
4,fe,0.700784,0.752424,0.075686,0.045455,96,57.0
4,Lee,0.728627,0.804545,0.038824,0.012121,97,99.0
4,Mayor,0.70549,0.821818,0.06,0.013939,98,96.0
4,initiated,0.764314,0.523333,0.056863,0.014242,99,99.0
4,through,0.772549,0.552121,0.058039,0.011515,100,99.0
4,gesture of,0.74902,0.59303,0.077647,0.012424,101,99.0
4,and,0.772549,0.648485,0.024314,0.011515,102,98.0
4,do,0.79451,0.662121,0.017647,0.012121,103,98.0
4,P.Brown,0.768627,0.804848,0.081176,0.012424,104,99.0
4,ofI Houston,0.76549,0.821818,0.105882,0.013939,105,98.0
4,Toolkit,0.82902,0.069091,0.133333,0.032424,106,99.0
